X,Y,Classe
41.323469991505576,11.865719743425554,Tiglon
27.191270390316465,6.334054822985314,Tiglon
3.554550146547447,10.01717022770056,Grafoo
1.3140666266897472,-10.156298504173686,Tiglon
16.247142894934914,-7.504692298567219,Tiglon
49.02152795956081,8.961749481795671,Tiglon
15.529432757323047,-2.092342930179834,Tiglon
5.035685778431992,10.48378966692356,Grafoo
11.043562478077401,-5.22064325479298,Tiglon
18.84730813652105,-0.03523211754002986,Tiglon
11.605398811360779,7.797704430856342,Grafoo
25.35942505296492,3.8163742021029368,Tiglon
16.212977842071087,8.893486465964708,Grafoo
13.161777511057265,-5.867545170472973,Tiglon
0.14635514915181114,-6.217974297331536,Tiglon
16.73047630371225,5.66516583273323,Tiglon
42.59408125694198,12.23501557013956,Tiglon
15.92248877506584,4.163723316212254,Tiglon
34.53082186195227,3.555364349514395,Tiglon
6.58006656694507,18.178675144373422,Grafoo
12.09142625451835,-1.6516853387239845,Tiglon
38.59326558616461,18.13848704328935,Tiglon
7.854355053084166,-7.0615821285496825,Tiglon
48.72927226125308,32.42101279836682,Grafoo
16.993762699539154,14.655867404764596,Grafoo
31.229006496560192,22.234644005273715,Grafoo
11.662917000988177,19.63000387363313,Grafoo
16.26684819824687,19.354216706364195,Grafoo
24.21484104230578,17.062818730605674,Grafoo
13.1692762336842,-7.618490807140709,Tiglon
16.426034728255807,-1.341489328895367,Tiglon
6.233927877159679,4.353429195039954,Grafoo
8.894588119040082,13.649257892492518,Grafoo
19.04012210452165,25.47304096298395,Grafoo
42.11396151806962,35.59339070735424,Grafoo
31.186221854493663,16.00602707948275,Grafoo
9.591791126326193,0.6882917015979402,Tiglon
12.564183578187816,7.693290338174091,Grafoo
41.94030488402177,10.467295403505855,Tiglon
11.451412850001647,-6.269419469289477,Tiglon
27.78029521909537,28.689839157395824,Grafoo
29.906381690223522,27.61367363655225,Grafoo
32.39015009208533,4.805055384009989,Tiglon
15.853700754827338,12.538341864013177,Grafoo
17.792541188338884,20.55546854319512,Grafoo
12.532728413503829,13.65102159799512,Grafoo
32.53509067652782,17.613021794502927,Grafoo
48.83246281100448,27.99424969918492,Grafoo
12.991933133457485,17.595958487923035,Grafoo
42.22547555285164,28.018231855160654,Grafoo
30.086048051371222,-0.3592144266650692,Tiglon
25.800249014392097,21.575649728658675,Grafoo
18.731483959128997,9.624184313379109,Grafoo
29.885873498357302,12.848220132524999,Tiglon
11.991977235937668,8.900561572263648,Grafoo
9.918772597860375,-10.20005879666181,Tiglon
40.22428828192026,31.830842845098026,Grafoo
25.8332429021321,26.64079633379179,Grafoo
46.90464875115866,22.199035529742655,Tiglon
